,id_barrio,Distritos,Barrios,Locales,Locscenso,Censo-2021,Censo-2019,D-Censo,censo,Abstención-2021,Abstención-2019,D-Abs,Blanco-2021,Blanco-2019,D-Blc,Nulos-2021,Nulos-2019,D-Nulos,PP-2021,PP-2019,D-PP,VarPP,VarPPcenso,VarPPlocales,anterior,PSOE-2021,PSOE-2019,D-PSOE,VarPSOE,VarPSOEcenso,VOX-2021,VOX-2019,D-VOX,VarVOX,VarVOXcenso,MAS MADRID-2021,MAS MADRID-2019,D-MÁS MADRID,VarMM,VarMMcenso,PODEMOS-IU-2021,PODEMOS-IU-2019,D-PODEMOS-IU,VarPiU,VarPiUcenso,Cs-2021,Cs-2019,D-Cs,VarCs,VarCscenso
43,81, Fuencarral-El Pardo, El Pardo,47,0.016549295774647886,2840,2893,-53,2,712,956,-244,8,6,2,14,11,3,1156,559,597,106.79785330948121,21.02112676056338,12.702127659574469,PP,242,350,-108,-30.857142857142854,-3.8028169014084505,347,347,0,0.0,0.0,216,179,37,20.670391061452513,1.3028169014084507,89,69,20,28.985507246376812,0.7042253521126761,44,389,-345,-88.68894601542416,-12.147887323943662
44,82, Fuencarral-El Pardo, Fuentelarreina,4,0.0016032064128256513,2495,2451,44,2,362,511,-149,11,3,8,3,2,1,1528,1002,526,52.49500998003992,21.082164328657317,131.5,PP,124,189,-65,-34.39153439153439,-2.6052104208416833,162,249,-87,-34.93975903614458,-3.486973947895792,74,50,24,48.0,0.9619238476953907,24,28,-4,-14.285714285714285,-0.16032064128256512,77,405,-328,-80.98765432098766,-13.146292585170341
45,83, Fuencarral-El Pardo, Peñagrande,136,0.003906586619940827,34813,35212,-399,34,6961,9458,-2497,120,109,11,108,90,18,13726,6608,7118,107.7179176755448,20.446384971131472,52.338235294117645,PSOE,4571,6632,-2061,-31.076598311218333,-5.920202223307385,2237,2081,156,7.496395963479097,0.4481084652285066,4304,3553,751,21.137067267098228,2.157240111452618,1448,1046,402,38.4321223709369,1.1547410450119209,1161,5421,-4260,-78.58328721638074,-12.236808088932296
46,84, Fuencarral-El Pardo, Pilar,257,0.0071896156213282604,35746,36618,-872,35,8726,11747,-3021,136,123,13,137,135,2,12192,6029,6163,102.22259081107978,17.241089912158003,23.980544747081712,PSOE,4961,7020,-2059,-29.33048433048433,-5.760085044480501,2012,1877,135,7.192328183271178,0.377664633805181,4436,3630,806,22.203856749311296,2.2547977396072287,1822,1302,520,39.93855606758833,1.454708219101438,989,4475,-3486,-77.89944134078213,-9.752140099591562
47,85, Fuencarral-El Pardo, La Paz,111,0.004055387088524351,27371,28209,-838,27,4168,6059,-1891,95,95,0,53,52,1,12698,6908,5790,83.81586566299943,21.153775894194585,52.16216216216216,PP,3494,5026,-1532,-30.481496219657778,-5.597164882539914,1924,1956,-32,-1.6359918200409,-0.11691206020971101,2882,2262,620,27.409372236958447,2.2651711665631504,807,576,231,40.10416666666667,0.8439589346388514,1112,5115,-4003,-78.26001955034214,-14.624968031858538
48,86, Fuencarral-El Pardo, Valverde,331,0.007973405921036784,41513,41115,398,41,8532,12269,-3737,179,119,60,149,84,65,16575,6125,10450,170.6122448979592,25.172837424421267,31.570996978851962,PSOE,4518,6599,-2081,-31.53508107288983,-5.012887529207718,2841,2758,83,3.009427121102248,0.19993736901693446,4925,4035,890,22.057001239157373,2.1439067280129116,1853,1188,665,55.97643097643098,1.6019078360995351,1601,7631,-6030,-79.01978770803302,-14.52557030327849
49,87, Fuencarral-El Pardo, Mirasierra,84,0.0033958602846054335,24736,23783,953,24,3381,4825,-1444,87,86,1,63,36,27,12884,6150,6734,109.4959349593496,27.22347994825356,80.16666666666667,PP,1981,3020,-1039,-34.40397350993378,-4.20035575679172,2375,2516,-141,-5.604133545310016,-0.570019404915912,2112,1625,487,29.96923076923077,1.96879042690815,616,489,127,25.971370143149286,0.5134217335058214,1117,4915,-3798,-77.2736520854527,-15.354139715394567
50,88, Fuencarral-El Pardo, El Goloso,115,0.009877179421111397,11643,11286,357,11,1681,2689,-1008,48,33,15,31,13,18,5933,2295,3638,158.51851851851853,31.24624237739414,31.63478260869565,PP,859,1392,-533,-38.29022988505747,-4.577857940393369,1104,1194,-90,-7.537688442211055,-0.7729966503478485,1053,868,185,21.313364055299537,1.5889375590483552,315,209,106,50.717703349282296,0.9104182770763549,564,2535,-1971,-77.75147928994083,-16.928626642617882
51,91, Moncloa-Aravaca, Casa de Campo,176,0.01680672268907563,10472,10540,-68,10,2118,2667,-549,36,33,3,52,30,22,3552,1882,1670,88.73538788522848,15.947288006111535,9.488636363636363,PSOE,1239,1937,-698,-36.03510583376355,-6.665393430099313,598,584,14,2.3972602739726026,0.1336898395721925,1813,1503,310,20.625415834996673,2.9602750190985483,651,350,301,86.0,2.874331550802139,357,1450,-1093,-75.37931034482759,-10.437356760886173
52,92, Moncloa-Aravaca, Argüelles,286,0.01559347909056213,18341,18863,-522,18,3612,4896,-1284,45,50,-5,44,30,14,8110,4719,3391,71.85844458571732,18.488632026607053,11.856643356643357,PP,1611,2600,-989,-38.03846153846154,-5.39229049670138,1505,1557,-52,-3.339755940912011,-0.28351780164658413,2055,1819,236,12.97416162726773,1.2867346382421896,576,406,170,41.87192118226601,0.926885120767679,607,2658,-2051,-77.16328066215199,-11.182596368791232
53,93, Moncloa-Aravaca, Ciudad Universitaria,278,0.02232214549542316,12454,12551,-97,12,2081,2834,-753,42,43,-1,32,28,4,6034,3414,2620,76.7428236672525,21.03741769712542,9.424460431654676,PP,1125,1729,-604,-34.933487565066514,-4.849847438573953,970,970,0,0.0,0.0,1210,984,226,22.96747967479675,1.8146780150955517,459,324,135,41.66666666666667,1.0839890798137144,441,2135,-1694,-79.34426229508198,-13.602055564477276
54,94, Moncloa-Aravaca, Valdezarza,85,0.0037140609979900378,22886,22887,-1,22,4954,6652,-1698,87,93,-6,111,59,52,7525,3576,3949,110.43064876957493,17.25509044830901,46.45882352941177,PSOE,3270,4672,-1402,-30.00856164383562,-6.126015904920038,1283,1063,220,20.696142991533396,0.9612863759503626,3471,2681,790,29.466616933979857,3.4518919863672117,1381,888,493,55.518018018018026,2.154155378834222,661,3017,-2356,-78.09081869406695,-10.294503189722974
55,95, Moncloa-Aravaca, Valdemarín,52,0.011915673693858845,4364,4205,159,4,534,851,-317,4,3,1,11,5,6,2888,1648,1240,75.24271844660194,28.41429880843263,23.846153846153847,PP,129,221,-92,-41.6289592760181,-2.1081576535288726,558,562,-4,-0.7117437722419928,-0.09165902841429881,92,65,27,41.53846153846154,0.618698441796517,28,20,8,40.0,0.18331805682859761,113,808,-695,-86.01485148514851,-15.925756186984419
56,96, Moncloa-Aravaca, El Plantío,44,0.021600392734413353,2037,1958,79,2,290,449,-159,6,2,4,3,4,-1,1197,698,499,71.48997134670488,24.496809032891505,11.340909090909092,PP,109,146,-37,-25.34246575342466,-1.8163966617574867,251,236,15,6.3559322033898304,0.7363770250368188,91,80,11,13.750000000000002,0.5400098183603338,31,23,8,34.78260869565217,0.39273441335297005,56,315,-259,-82.22222222222221,-12.714776632302405
57,97, Moncloa-Aravaca, Aravaca,98,0.005092761004001455,19243,18608,635,19,2688,3882,-1194,58,63,-5,31,27,4,10015,5336,4679,87.68740629685158,24.31533544665593,47.744897959183675,PP,1557,2306,-749,-32.48048568950564,-3.892324481629684,1787,1751,36,2.055968018275271,0.18708101647352285,1704,1527,177,11.591355599214145,0.9198149976614873,640,370,270,72.97297297297297,1.4031076235514213,678,3267,-2589,-79.24701561065197,-13.454243101387517
58,101, Latina, Cármenes,67,0.005420711974110032,12360,12507,-147,12,3552,4595,-1043,34,24,10,67,32,35,3214,1353,1861,137.54619364375463,15.05663430420712,27.776119402985074,PSOE,1620,2406,-786,-32.66832917705736,-6.359223300970873,686,607,79,13.01482701812191,0.63915857605178,1946,1621,325,20.049352251696483,2.629449838187702,929,502,427,85.0597609561753,3.454692556634304,232,1287,-1055,-81.97358197358197,-8.535598705501618
59,102, Latina, Puerta del Angel,231,0.007998614958448754,28880,29419,-539,28,8723,11053,-2330,76,66,10,102,79,23,7875,3909,3966,101.45817344589409,13.732686980609419,17.16883116883117,PSOE,3444,5185,-1741,-33.57762777242044,-6.028393351800554,1414,1273,141,11.076197957580519,0.4882271468144044,4317,3539,778,21.983611189601582,2.693905817174515,2131,1259,872,69.2613185067514,3.0193905817174516,562,2784,-2222,-79.8132183908046,-7.693905817174515
60,103, Latina, Lucero,144,0.005730430976162999,25129,25877,-748,25,6878,8960,-2082,76,67,9,93,81,12,7254,3823,3431,89.74627256081611,13.653547693899478,23.82638888888889,PSOE,3336,4799,-1463,-30.48551781621171,-5.82195869314338,1407,1078,329,30.519480519480517,1.3092442994150184,3584,2934,650,22.154055896387185,2.586652871184687,1780,1169,611,52.266894781864835,2.431453698913606,575,2780,-2205,-79.31654676258992,-8.774722432249591
61,104, Latina, Aluche,329,0.0067777754887620775,48541,49200,-659,48,12178,15588,-3410,183,139,44,178,147,31,15581,8546,7035,82.31921366721274,14.492902906821037,21.382978723404257,PSOE,6871,9743,-2872,-29.477573642615212,-5.916647782287138,2487,2372,115,4.8482293423271505,0.2369131249871243,6460,5167,1293,25.024191987613705,2.663727570507406,2899,1745,1154,66.13180515759312,2.377371706392534,1059,5347,-4288,-80.19450158967646,-8.833769390824251
62,105, Latina, Campamento,63,0.004762984803810388,13227,13509,-282,13,3254,4190,-936,52,43,9,46,54,-8,4871,2712,2159,79.60914454277285,16.322673319724807,34.26984126984127,PP,1433,2011,-578,-28.741919443063153,-4.369849550162546,1102,1092,10,0.9157509157509158,0.07560293339381569,1450,1238,212,17.12439418416801,1.6027821879488924,601,396,205,51.76767676767676,1.5498601345732215,323,1643,-1320,-80.34083992696287,-9.97958720798367
63,106, Latina, Cuatro Vientos,18,0.004452139500371012,4043,4001,42,4,962,1277,-315,18,5,13,23,11,12,1287,344,943,274.1279069767442,23.32426416027702,52.388888888888886,PSOE,503,734,-231,-31.471389645776565,-5.713579025476132,252,231,21,9.090909090909092,0.5194162750432847,648,514,134,26.07003891050584,3.314370516942864,215,151,64,42.384105960264904,1.5829829334652485,108,698,-590,-84.5272206303725,-14.59312391788276
64,107, Latina, Las Águilas,183,0.0046615890159716735,39257,39796,-539,39,9350,12083,-2733,167,106,61,201,134,67,11801,5809,5992,103.15028404200379,15.263519881804518,32.743169398907106,PSOE,5881,8615,-2734,-31.735345327916427,-6.964363043533638,2425,2158,267,12.3725671918443,0.6801334793794738,5807,4584,1223,26.679755671902267,3.1153679598542934,2490,1603,887,55.333749220212106,2.259469648725068,863,4356,-3493,-80.188246097337,-8.897776192780906
65,111, Carabanchel, Comillas,124,0.0077306733167082295,16040,16262,-222,16,4556,5928,-1372,40,48,-8,68,52,16,4623,2280,2343,102.76315789473685,14.607231920199501,18.89516129032258,PSOE,2031,2926,-895,-30.58783321941217,-5.579800498753118,829,792,37,4.671717171717172,0.23067331670822944,2361,1862,499,26.799140708915143,3.110972568578554,1153,648,505,77.9320987654321,3.148379052369078,297,1627,-1330,-81.74554394591273,-8.291770573566085
66,112, Carabanchel, Opañel,176,0.007791402895214485,22589,22769,-180,22,6653,8444,-1791,79,55,24,79,58,21,6416,3067,3349,109.19465275513531,14.825800168223472,19.02840909090909,PSOE,2915,4180,-1265,-30.263157894736842,-5.600070830935411,1141,1035,106,10.241545893719808,0.4692549470981451,3248,2680,568,21.19402985074627,2.5144982070919477,1430,785,645,82.16560509554141,2.8553720837575813,458,2287,-1829,-79.973764757324,-8.096861304174597
67,113, Carabanchel, San Isidro,169,0.0063452729593752345,26634,26715,-81,26,8829,11001,-2172,90,75,15,116,78,38,6599,3061,3538,115.58314276380268,13.28377262146129,20.93491124260355,PSOE,3466,4812,-1346,-27.97173732335827,-5.053690771194713,1283,1070,213,19.906542056074766,0.7997296688443343,3759,3048,711,23.326771653543307,2.669520162198693,1829,1052,777,73.85931558935361,2.9173237215589096,466,2308,-1842,-79.80935875216637,-6.915972065780582
68,114, Carabanchel, Vista Alegre,329,0.01070719562599668,30727,31087,-360,30,10128,12207,-2079,80,92,-12,111,107,4,8593,4440,4153,93.53603603603604,13.515800436098546,12.623100303951368,PSOE,3929,5650,-1721,-30.460176991150444,-5.600937286425619,1543,1426,117,8.20476858345021,0.3807726104077847,3822,3146,676,21.487603305785125,2.2000195268005336,1761,1061,700,65.97549481621112,2.278126728935464,527,2767,-2240,-80.95410191543188,-7.290005532593484
69,115, Carabanchel, Puerta Bonita,129,0.005716564743419303,22566,22651,-85,22,7945,9661,-1716,71,56,15,68,51,17,5522,2514,3008,119.64996022275258,13.329788176903307,23.31782945736434,PSOE,2999,4156,-1157,-27.83926852743022,-5.127182486927236,1130,1011,119,11.770524233432244,0.527342018966587,2862,2190,672,30.684931506849317,2.977931401223079,1402,830,572,68.9156626506024,2.534786847469644,400,1979,-1579,-79.7877716018191,-6.997252503766729
70,116, Carabanchel, Buenavista,234,0.00732486070243536,31946,31621,325,31,8022,10376,-2354,164,116,48,150,92,58,9236,3321,5915,178.10900331225534,18.515620108933824,25.27777777777778,PSOE,4289,6309,-2020,-32.0177524171818,-6.323170349965566,1834,1610,224,13.91304347826087,0.701183246728855,5161,3997,1164,29.12184138103578,3.6436486571088715,1949,1323,626,47.316704459561606,1.9595567520190322,887,4198,-3311,-78.87089090042878,-10.364364865710888
71,117, Carabanchel, Abrantes,127,0.00633574457470691,20045,20190,-145,20,6440,8070,-1630,81,49,32,93,64,29,5306,2345,2961,126.26865671641792,14.771763532052882,23.31496062992126,PSOE,2660,3855,-1195,-30.99870298313878,-5.961586430531304,1114,956,158,16.527196652719663,0.7882264903966075,2613,2009,604,30.06470881035341,3.013220254427538,1185,716,469,65.5027932960894,2.3397355949114496,425,1954,-1529,-78.24974411463664,-7.627837365926665
72,121, Usera, Orcasitas,70,0.004134672179562906,16930,16932,-2,16,4879,6040,-1161,58,49,9,71,50,21,3618,1147,2471,215.4315605928509,14.595392793857059,35.3,PSOE,2501,3539,-1038,-29.330319299237072,-6.131128174837566,898,653,245,37.519142419601835,1.447135262847017,3302,3023,279,9.229242474363215,1.6479621972829297,1158,693,465,67.09956709956711,2.746603662138216,294,1605,-1311,-81.6822429906542,-7.7436503248671
73,122, Usera, Orcasur,52,0.005478874723422189,9491,9534,-43,9,3555,4607,-1052,28,19,9,44,27,17,1847,598,1249,208.8628762541806,13.159835633758297,24.01923076923077,PSOE,1311,1777,-466,-26.223972988182332,-4.909914655989885,539,323,216,66.87306501547987,2.2758402697292173,1350,1121,229,20.428189116859947,2.412812137814772,577,304,273,89.80263157894737,2.8764092297966495,152,679,-527,-77.61413843888072,-5.552628806237489
74,123, Usera, San Fermín,92,0.006045472466815613,15218,15171,47,15,5391,6267,-876,64,45,19,56,44,12,3382,1287,2095,162.78166278166276,13.766592193455118,22.77173913043478,PSOE,2134,2980,-846,-28.389261744966444,-5.559206203180444,744,663,81,12.217194570135746,0.5322644237087659,2200,1738,462,26.582278481012654,3.035878564857406,885,596,289,48.48993288590604,1.8990668944670785,259,1426,-1167,-81.83730715287517,-7.668550400841109
75,124, Usera, Almendrales,136,0.010225563909774436,13300,12976,324,13,4713,5849,-1136,34,33,1,44,24,20,3248,1332,1916,143.84384384384384,14.406015037593987,14.088235294117647,PSOE,1770,2348,-578,-24.61669505962521,-4.345864661654136,580,438,142,32.42009132420091,1.0676691729323309,1767,1307,460,35.19510328997705,3.4586466165413534,774,387,387,100.0,2.9097744360902253,250,1143,-893,-78.12773403324584,-6.714285714285714
76,125, Usera, Moscardó,199,0.012260489187357526,16231,16551,-320,16,5244,6555,-1311,35,37,-2,70,45,25,4194,2077,2117,101.92585459797785,13.042942517404965,10.638190954773869,PSOE,2103,3044,-941,-30.913272010512483,-5.7975479021625285,791,660,131,19.848484848484848,0.807097529419013,2245,1878,367,19.54206602768903,2.261105292341815,1114,642,472,73.5202492211838,2.908015525845604,316,1456,-1140,-78.2967032967033,-7.023596820898281
77,126, Usera, Zofio,55,0.006124039639238392,8981,9082,-101,8,2970,3710,-740,31,25,6,42,19,23,1913,847,1066,125.85596221959858,11.869502282596594,19.381818181818183,PSOE,1328,1803,-475,-26.34498058790904,-5.288943324796793,425,321,104,32.398753894081,1.1580002226923505,1341,1118,223,19.94633273703041,2.483019708273021,711,409,302,73.83863080684596,3.362654492818172,158,756,-598,-79.1005291005291,-6.658501280481015
78,127, Usera, Pradolongo,126,0.013253392237298833,9507,9765,-258,9,3767,4820,-1053,21,14,7,38,19,19,2088,937,1151,122.83884738527216,12.106868623119807,9.134920634920634,PSOE,1325,1755,-430,-24.501424501424502,-4.522983065109918,405,358,47,13.128491620111731,0.4943725675817819,1073,858,215,25.058275058275058,2.261491532554959,554,304,250,82.23684210526315,2.6296413169243715,127,636,-509,-80.0314465408805,-5.3539497212580205
79,131, Puente de Vallecas, Entrevías,162,0.0066265799484599335,24447,24726,-279,24,8682,11084,-2402,91,50,41,135,62,73,3781,1317,2464,187.0918754745634,10.078946291978566,15.209876543209877,PSOE,4233,5538,-1305,-23.564463705308775,-5.338078291814947,1108,702,406,57.83475783475783,1.6607354685646498,3548,2877,671,23.32290580465763,2.744713052726306,2350,1440,910,63.19444444444444,3.7223381191966296,307,1455,-1148,-78.90034364261169,-4.695872704217286
80,132, Puente de Vallecas, San Diego,236,0.009517664139377319,24796,25038,-242,24,9742,12190,-2448,70,56,14,78,46,32,4204,1607,2597,161.60547604231488,10.473463461848684,11.004237288135593,PSOE,3476,4594,-1118,-24.336090552895083,-4.508791740603323,1052,738,314,42.54742547425474,1.2663332795612194,3371,2838,533,18.780831571529248,2.149540248427166,2245,1224,1021,83.41503267973856,4.11759961284078,315,1529,-1214,-79.39829954218443,-4.895950959832231
81,133, Puente de Vallecas, Palomeras Bajas,129,0.004385070365082603,29418,29568,-150,29,7866,10031,-2165,89,96,-7,126,98,28,5448,2162,3286,151.98889916743755,11.170031953225916,25.472868217054263,PSOE,4675,6659,-1984,-29.79426340291335,-6.744170235909987,1179,826,353,42.7360774818402,1.1999456115303555,5745,4890,855,17.484662576687114,2.9063838466245153,3509,2148,1361,63.36126629422719,4.626419199129785,560,2422,-1862,-76.878612716763,-6.329458154871167
82,134, Puente de Vallecas, Palomeras Sureste,159,0.005027826966860612,31624,31979,-355,31,9236,12088,-2852,124,85,39,141,84,57,5909,1938,3971,204.9019607843137,12.556918795851251,24.9748427672956,PSOE,5379,7316,-1937,-26.47621651175506,-6.125094864659752,1562,1065,497,46.666666666666664,1.5715911965595752,5446,4646,800,17.219113215669392,2.5297242600556538,3029,1831,1198,65.42872747132714,3.7882620794333417,525,2674,-2149,-80.36649214659685,-6.7954717935745
83,135, Puente de Vallecas, Portazgo,132,0.0064591896652965355,20436,20722,-286,20,6816,8442,-1626,83,53,30,91,58,33,3833,1640,2193,133.71951219512195,10.731062830299471,16.613636363636363,PSOE,3169,4244,-1075,-25.32987747408105,-5.260324916813467,990,676,314,46.44970414201183,1.5365042082599334,3039,2974,65,2.1856086079354404,0.3180661577608142,2002,1059,943,89.04627006610009,4.614405950283813,254,1422,-1168,-82.13783403656821,-5.715404188686631
84,136, Puente de Vallecas, Numancia,194,0.006115629531555387,31722,32208,-486,31,10716,13353,-2637,112,74,38,134,100,34,6734,2902,3832,132.04686423156446,12.079944518000126,19.75257731958763,PSOE,4529,6331,-1802,-28.463117990838732,-5.680600214362272,1456,1135,321,28.28193832599119,1.0119160204274635,4541,3906,635,16.25704045058884,2.0017653363596244,2691,1644,1047,63.68613138686131,3.3005485152260263,501,2486,-1985,-79.84714400643604,-6.25748691759662
85,141, Moratalaz, Pavones,35,0.005046863734679163,6935,7030,-95,6,1778,2273,-495,29,22,7,24,23,1,1885,749,1136,151.66889185580774,16.380677721701513,32.457142857142856,PSOE,1086,1620,-534,-32.96296296296296,-7.700072098053353,353,332,21,6.325301204819277,0.3028118240807498,1113,874,239,27.34553775743707,3.446286950252343,457,286,171,59.79020979020979,2.4657534246575343,158,799,-641,-80.22528160200251,-9.242970439798126
86,142, Moratalaz, Horcajo,12,0.0024575056317837395,4883,4831,52,4,911,1269,-358,16,24,-8,17,14,3,1564,530,1034,195.0943396226415,21.175506860536554,86.16666666666667,PSOE,697,1020,-323,-31.666666666666664,-6.614785992217899,270,255,15,5.88235294117647,0.3071882039729675,862,653,209,32.00612557427259,4.280155642023346,298,173,125,72.25433526011561,2.559901699774729,218,862,-644,-74.70997679814386,-13.188613557239401
